"","Term","Ont","N","DE","P.DE","FDR"
"GO:0001912","positive regulation of leukocyte mediated cytotoxicity","BP",50,32,3.11138605361734e-07,0.00659831640390629
"GO:0048015","phosphatidylinositol-mediated signaling","BP",145,71,3.18380167158872e-07,0.00675156982477104
"GO:0007596","blood coagulation","BP",253,111,3.28378445191868e-07,0.00696326493029357
"GO:0042102","positive regulation of T cell proliferation","BP",80,45,3.3742450377599e-07,0.0071547491780661
"GO:0030135","coated vesicle","CC",234,104,3.58439163688778e-07,0.00759998558769316
"GO:0048017","inositol lipid-mediated signaling","BP",148,72,3.63257902534487e-07,0.00770179404953619
"GO:0046634","regulation of alpha-beta T cell activation","BP",85,47,3.71282397209694e-07,0.00787155810324271
"GO:0097435","supramolecular fiber organization","BP",522,204,3.84990601402952e-07,0.00816180074974259
"GO:1901701","cellular response to oxygen-containing compound","BP",861,316,4.0009983642196e-07,0.00848171643230913
"GO:0045580","regulation of T cell differentiation","BP",120,61,4.12437022411138e-07,0.00874284000107131
"GO:0050817","coagulation","BP",254,111,4.18134983316138e-07,0.00886320724135219
"GO:0042116","macrophage activation","BP",71,41,4.27864361654083e-07,0.00906901300961993
"GO:0032675","regulation of interleukin-6 production","BP",110,57,4.30651006899196e-07,0.00912764809122846
"GO:0007599","hemostasis","BP",257,112,4.40351578862406e-07,0.00933281136240982
"GO:0006968","cellular defense response","BP",44,29,4.44311359732978e-07,0.00941629064682099
"GO:0022625","cytosolic large ribosomal subunit","CC",44,29,4.44311359732978e-07,0.00941629064682099
"GO:0002819","regulation of adaptive immune response","BP",146,71,4.44876546293567e-07,0.00942737889250697
"GO:0045597","positive regulation of cell differentiation","BP",697,262,4.47068750797161e-07,0.00947338682939184
"GO:0002228","natural killer cell mediated immunity","BP",55,34,4.48738577483793e-07,0.0095083217183041
"GO:0072593","reactive oxygen species metabolic process","BP",224,100,4.62897245018971e-07,0.00980786682746196
"GO:0072503","cellular divalent inorganic cation homeostasis","BP",325,136,4.72526356070524e-07,0.0100114159060662
"GO:0005515","protein binding","MF",9234,2814,5.50083511956467e-07,0.0116540692843097
"GO:0008284","positive regulation of cell proliferation","BP",632,240,5.51420378986757e-07,0.0116818407288344
"GO:0051090","regulation of DNA-binding transcription factor activity","BP",349,144,5.90024850962642e-07,0.0124990864427926
"GO:0051128","regulation of cellular component organization","BP",1994,673,5.96760221375091e-07,0.0126411717693886
"GO:0003779","actin binding","MF",352,145,6.04670057775806e-07,0.0128081211638071
"GO:0001726","ruffle","CC",155,74,6.38766060778854e-07,0.0135297039333569
"GO:0072657","protein localization to membrane","BP",502,196,7.01976804253845e-07,0.0148678687140964
"GO:0002703","regulation of leukocyte mediated immunity","BP",182,84,7.0254214205633e-07,0.014879140026611
"GO:0046983","protein dimerization activity","MF",971,350,7.23815507747343e-07,0.0153289648230732
"GO:0042325","regulation of phosphorylation","BP",1215,428,7.4229542425471e-07,0.015719590199442
"GO:0003674","molecular_function","MF",12685,3776,7.48823941075144e-07,0.0158570957762072
"GO:0050878","regulation of body fluid levels","BP",356,146,7.52307129604527e-07,0.0159301034693759
"GO:0072507","divalent inorganic cation homeostasis","BP",339,140,7.93348363912959e-07,0.016798358257493
"GO:0038094","Fc-gamma receptor signaling pathway","BP",77,43,8.02113542350446e-07,0.016983150032186
"GO:0030168","platelet activation","BP",127,63,8.14001899655522e-07,0.0172340482195067
"GO:0042592","homeostatic process","BP",1415,491,8.16599005322396e-07,0.0172882175416805
"GO:0005543","phospholipid binding","MF",345,142,8.33315685593813e-07,0.017641293064021
"GO:0031347","regulation of defense response","BP",638,241,8.42800447212899e-07,0.0178412426670499
"GO:0043549","regulation of kinase activity","BP",711,265,8.65756009557112e-07,0.0183263232103049
"GO:0006413","translational initiation","BP",156,74,8.7223375412845e-07,0.0184625718736369
"GO:0002706","regulation of lymphocyte mediated immunity","BP",135,66,8.78724709117409e-07,0.0185990871931791
"GO:0030136","clathrin-coated vesicle","CC",143,69,9.25810670460315e-07,0.0195947828402926
"GO:0019220","regulation of phosphate metabolic process","BP",1369,476,9.46084098228357e-07,0.0200229238549049
"GO:0042995","cell projection","CC",1611,552,9.57443705147537e-07,0.0202623811320373
"GO:0030003","cellular cation homeostasis","BP",457,180,1.02902877605721e-06,0.0217763069589226
"GO:0051174","regulation of phosphorus metabolic process","BP",1371,476,1.14323578789635e-06,0.0241920125076746
"GO:0071417","cellular response to organonitrogen compound","BP",446,176,1.17567035561961e-06,0.0248771847249109
"GO:1903038","negative regulation of leukocyte cell-cell adhesion","BP",100,52,1.18579128589939e-06,0.0250901578183452
"GO:0006873","cellular ion homeostasis","BP",464,182,1.23245633649727e-06,0.0260763111676092
"GO:0035739","CD4-positive, alpha-beta T cell proliferation","BP",11,11,1.24855142793068e-06,0.0264156025607294
"GO:2000561","regulation of CD4-positive, alpha-beta T cell proliferation","BP",11,11,1.24855142793068e-06,0.0264156025607294
"GO:0002822","regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains","BP",131,64,1.31923525255e-06,0.0279084217676952
"GO:0097529","myeloid leukocyte migration","BP",147,70,1.42958127413791e-06,0.0302413622731133
"GO:0050868","negative regulation of T cell activation","BP",93,49,1.44956223167485e-06,0.0306625898866181
"GO:0042470","melanosome","CC",98,51,1.45218161601414e-06,0.0307165455419312
"GO:0048770","pigment granule","CC",98,51,1.45218161601414e-06,0.0307165455419312
"GO:0019725","cellular homeostasis","BP",709,263,1.48245816928777e-06,0.0313539902804362
"GO:0045937","positive regulation of phosphate metabolic process","BP",841,306,1.48449076239287e-06,0.0313954951338469
"GO:0010562","positive regulation of phosphorus metabolic process","BP",841,306,1.48449076239287e-06,0.0313954951338469
"GO:0090150","establishment of protein localization to membrane","BP",268,114,1.51130376969856e-06,0.0319595408178154
"GO:0019221","cytokine-mediated signaling pathway","BP",606,229,1.53297607038793e-06,0.0324163119844231
"GO:0051130","positive regulation of cellular component organization","BP",1009,360,1.55367754114399e-06,0.0328525116074896
"GO:0071702","organic substance transport","BP",2212,736,1.75950370213045e-06,0.0372029462778463
"GO:0030335","positive regulation of cell migration","BP",387,155,1.85490383863418e-06,0.0392182318602424
"GO:0120025","plasma membrane bounded cell projection","CC",1552,531,1.9459973361422e-06,0.0411422756807185
"GO:0008104","protein localization","BP",2285,758,1.95175388768936e-06,0.0412620289396409
"GO:0007399","nervous system development","BP",1661,565,1.96711187997911e-06,0.0415847451427584
"GO:0051336","regulation of hydrolase activity","BP",993,354,2.08479106834728e-06,0.0440703983937932
"GO:0022008","neurogenesis","BP",1153,405,2.11093481334754e-06,0.0446209400845403
"GO:0006898","receptor-mediated endocytosis","BP",186,84,2.11518718977977e-06,0.044708711630375
"GO:0051247","positive regulation of protein metabolic process","BP",1330,461,2.11567457995075e-06,0.0447168979218391
"GO:0002685","regulation of leukocyte migration","BP",151,71,2.1593297963357e-06,0.0456374352455551
"GO:0001932","regulation of protein phosphorylation","BP",1091,385,2.30515622700953e-06,0.0487171717016194
"GO:1901699","cellular response to nitrogen compound","BP",492,190,2.41623384370267e-06,0.0510622698189686
"GO:0008092","cytoskeletal protein binding","MF",805,293,2.4188333235352e-06,0.0511147857929458
"GO:0030595","leukocyte chemotaxis","BP",165,76,2.5676741760428e-06,0.0542575230139604
"GO:0002821","positive regulation of adaptive immune response","BP",97,50,2.64013945858884e-06,0.0557861467599822
"GO:0035579","specific granule membrane","CC",87,46,2.6539412198414e-06,0.0560751240340289
"GO:0002824","positive regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains","BP",92,48,2.66775079114411e-06,0.0563642387152928
"GO:0002699","positive regulation of immune effector process","BP",187,84,2.7556202826283e-06,0.0582179897110881
"GO:0071706","tumor necrosis factor superfamily cytokine production","BP",128,62,2.76019534332427e-06,0.0583118868230686
"GO:0097190","apoptotic signaling pathway","BP",496,191,2.82247976962687e-06,0.0596248851333677
"GO:0019901","protein kinase binding","MF",544,207,2.83691415604433e-06,0.0599269746322805
"GO:0019722","calcium-mediated signaling","BP",160,74,2.86801035286905e-06,0.060580982683653
"GO:0030246","carbohydrate binding","MF",201,89,2.94370664657777e-06,0.0621769717890157
"GO:0050672","negative regulation of lymphocyte proliferation","BP",63,36,3.01626470063991e-06,0.0637065267422156
"GO:0032945","negative regulation of mononuclear cell proliferation","BP",63,36,3.01626470063991e-06,0.0637065267422156
"GO:0033036","macromolecule localization","BP",2543,835,3.07648417209344e-06,0.0649722692304414
"GO:0051338","regulation of transferase activity","BP",801,291,3.12809845986203e-06,0.0660591832753663
"GO:0032989","cellular component morphogenesis","BP",866,312,3.13344677439414e-06,0.066168995534881
"GO:0042803","protein homodimerization activity","MF",666,247,3.15750791276725e-06,0.0666739370859932
"GO:0005783","endoplasmic reticulum","CC",1497,512,3.19575523968841e-06,0.0674783718860209
"GO:0006959","humoral immune response","BP",139,66,3.19887463523987e-06,0.0675410390484547
"GO:0042327","positive regulation of phosphorylation","BP",792,288,3.22520458709947e-06,0.0680937444474311
"GO:2000147","positive regulation of cell motility","BP",399,158,3.23773194457229e-06,0.0683549968138103
"GO:0045621","positive regulation of lymphocyte differentiation","BP",85,45,3.24659026700037e-06,0.0685387671266448
"GO:0060205","cytoplasmic vesicle lumen","CC",283,118,3.27488512001459e-06,0.0691328248835081
"GO:0031983","vesicle lumen","CC",283,118,3.27488512001459e-06,0.0691328248835081
"GO:0030336","negative regulation of cell migration","BP",196,87,3.35180242475883e-06,0.0707498455818094
"GO:0051272","positive regulation of cellular component movement","BP",411,162,3.36073081275225e-06,0.0709349452647618
"GO:0051806","entry into cell of other organism involved in symbiotic interaction","BP",113,56,3.39096089312854e-06,0.071569620610371
"GO:0044409","entry into host","BP",113,56,3.39096089312854e-06,0.071569620610371
"GO:0030260","entry into host cell","BP",113,56,3.39096089312854e-06,0.071569620610371
"GO:0051828","entry into other organism involved in symbiotic interaction","BP",113,56,3.39096089312854e-06,0.071569620610371
"GO:0009306","protein secretion","BP",441,172,3.60345392764175e-06,0.0760400847810962
"GO:0007010","cytoskeleton organization","BP",1064,375,3.6079264013062e-06,0.0761308549939622
"GO:0002292","T cell differentiation involved in immune response","BP",61,35,3.63199794431909e-06,0.0766351566251329
"GO:0061900","glial cell activation","BP",45,28,3.87362366015515e-06,0.0817295856056136
"GO:0008037","cell recognition","BP",98,50,3.87759554460416e-06,0.0818095108000587
"GO:0002335","mature B cell differentiation","BP",22,17,3.97995677512115e-06,0.0839651480847308
"GO:0050857","positive regulation of antigen receptor-mediated signaling pathway","BP",22,17,3.97995677512115e-06,0.0839651480847308
"GO:0005488","binding","MF",11351,3402,3.99134859327113e-06,0.0841974985750545
"GO:0006796","phosphate-containing compound metabolic process","BP",2629,860,4.02935642632959e-06,0.0849952444569964
"GO:0046486","glycerolipid metabolic process","BP",336,136,4.08612201941975e-06,0.0861885717556208
"GO:0000902","cell morphogenesis","BP",785,285,4.20999312174286e-06,0.0887971749238005
"GO:0046578","regulation of Ras protein signal transduction","BP",208,91,4.21747855387732e-06,0.0889508401798266
"GO:0007186","G protein-coupled receptor signaling pathway","BP",562,212,4.30125760082296e-06,0.0907135228013562
"GO:0043087","regulation of GTPase activity","BP",386,153,4.32570906447573e-06,0.0912248784607287
"GO:0007015","actin filament organization","BP",319,130,4.3989591753984e-06,0.0927652510908014
"GO:0001910","regulation of leukocyte mediated cytotoxicity","BP",71,39,4.46796824548558e-06,0.0942160463925544
"GO:0046718","viral entry into host cell","BP",101,51,4.59406202268061e-06,0.0968703918102433
"GO:0009719","response to endogenous stimulus","BP",1180,411,4.63947128931448e-06,0.0978232521351958
"GO:0032101","regulation of response to external stimulus","BP",605,226,4.65332978580253e-06,0.0981108052038605
"GO:0051049","regulation of transport","BP",1355,466,4.84584393615504e-06,0.102164927705957
"GO:0043068","positive regulation of programmed cell death","BP",539,204,5.05784481682355e-06,0.106629484428274
"GO:0050766","positive regulation of phagocytosis","BP",57,33,5.24751804717418e-06,0.110622927952479
"GO:1901981","phosphatidylinositol phosphate binding","MF",138,65,5.31331601772777e-06,0.112004701653701
"GO:0006644","phospholipid metabolic process","BP",355,142,5.37225917858212e-06,0.113241851225333
"GO:0006793","phosphorus metabolic process","BP",2654,866,5.70467963270408e-06,0.120243237298137
"GO:0098590","plasma membrane region","CC",831,299,5.71751720559362e-06,0.120508110142297
"GO:0038096","Fc-gamma receptor signaling pathway involved in phagocytosis","BP",74,40,5.75727331985596e-06,0.121340292489284
"GO:0002433","immune response-regulating cell surface receptor signaling pathway involved in phagocytosis","BP",74,40,5.75727331985596e-06,0.121340292489284
"GO:0045582","positive regulation of T cell differentiation","BP",74,40,5.75727331985596e-06,0.121340292489284
"GO:0042277","peptide binding","MF",201,88,5.82394602875172e-06,0.122728014663885
"GO:0002269","leukocyte activation involved in inflammatory response","BP",39,25,5.92357867718205e-06,0.12482164988558
"GO:0001774","microglial cell activation","BP",39,25,5.92357867718205e-06,0.12482164988558
"GO:0048699","generation of neurons","BP",1079,378,6.28548650938916e-06,0.13243520075283
"GO:2000514","regulation of CD4-positive, alpha-beta T cell activation","BP",55,32,6.29458582758544e-06,0.132620628801398
"GO:0015629","actin cytoskeleton","CC",415,162,6.4759074031004e-06,0.136434417168519
"GO:0030099","myeloid cell differentiation","BP",324,131,6.51166326747457e-06,0.137181210055887
"GO:0045184","establishment of protein localization","BP",1750,588,6.60439957673086e-06,0.139128281483412
"GO:0019955","cytokine binding","MF",102,51,6.60985745045515e-06,0.139236647193838
"GO:0070664","negative regulation of leukocyte proliferation","BP",67,37,6.61095749890897e-06,0.139253208757019
"GO:0050663","cytokine secretion","BP",185,82,6.76804559035541e-06,0.142555344269656
"GO:0050727","regulation of inflammatory response","BP",287,118,7.30435602455017e-06,0.153844346589076
"GO:1901698","response to nitrogen compound","BP",824,296,7.4064769866064e-06,0.155987811814917
"GO:0048585","negative regulation of response to stimulus","BP",1255,433,7.56417562784056e-06,0.159301538722322
"GO:0030027","lamellipodium","CC",169,76,7.66151354161672e-06,0.161343813672906
"GO:0070820","tertiary granule","CC",150,69,7.71383232230956e-06,0.162437881043195
"GO:0060326","cell chemotaxis","BP",219,94,7.78306449871755e-06,0.163887989149496
"GO:0055080","cation homeostasis","BP",518,196,7.87557124180361e-06,0.165828028067417
